고객ID,성별,나이,가입채널,요금제,가입일,가입경과월,최근30일_로그인수,월평균사용시간,고객센터문의수,최근3개월_결제실패,이탈여부,이탈일
C1978,여,51,소셜미디어,베이직,2025-07-31,10,4,4.0,0,3,Y,2025-12-30
C1979,남,29,지인추천,스탠다드,2023-09-28,32,13,17.8,1,0,N,
C1980,여,19,검색광고,프리미엄,2023-11-01,31,17,11.0,0,1,N,
C1981,여,19,검색광고,베이직,2024-02-29,27,5,15.5,0,0,N,
C1982,여,55,제휴이벤트,베이직,2023-08-15,34,2,16.9,2,0,Y,2026-03-21
C1983,남,33,검색광고,베이직,2023-12-12,30,13,14.1,0,0,N,
C1984,남,29,지인추천,베이직,2025-01-29,16,15,8.7,1,0,N,
C1985,여,58,지인추천,베이직,2023-06-08,36,11,18.3,0,0,N,
C1986,남,53,검색광고,스탠다드,2024-04-02,26,9,18.5,0,0,N,
C1987,남,38,제휴이벤트,베이직,2024-04-30,25,9,18.4,0,1,N,
C1988,남,34,검색광고,스탠다드,2026-03-30,2,14,23.1,0,0,N,
C1989,여,36,제휴이벤트,프리미엄,2026-04-03,1,2,5.5,0,0,Y,2026-05-21
C1990,여,41,오프라인매장,프리미엄,2025-11-17,6,12,24.3,0,0,N,
C1991,여,57,검색광고,스탠다드,2024-05-30,24,7,17.4,1,0,N,
C1992,여,43,검색광고,베이직,2024-12-13,17,7,8.4,0,0,N,
C1993,남,47,소셜미디어,베이직,2024-11-19,18,11,26.0,0,0,N,
C1994,여,52,소셜미디어,베이직,2025-12-03,5,12,19.2,2,0,N,
C1995,남,24,검색광고,프리미엄,2025-08-03,10,8,23.6,2,0,N,
C1996,여,47,제휴이벤트,프리미엄,2026-01-21,4,8,9.0,0,2,N,
C1997,남,34,검색광고,베이직,2025-01-07,16,9,26.7,0,0,N,
C1998,여,19,제휴이벤트,베이직,2026-02-03,3,3,19.2,0,2,Y,2026-05-04
C1999,남,19,검색광고,스탠다드,2025-07-31,10,10,8.6,0,0,N,
C2000,남,26,제휴이벤트,베이직,2025-07-26,10,4,11.4,0,0,Y,2026-05-03
C2001,남,44,검색광고,프리미엄,2025-05-05,13,12,19.3,1,0,N,
C2002,남,39,소셜미디어,베이직,2024-05-23,24,8,17.5,0,0,N,
C2003,남,40,지인추천,베이직,2025-03-10,14,12,26.9,2,0,N,
C2004,여,61,검색광고,베이직,2024-06-14,23,6,25.5,1,0,N,
C2005,남,23,제휴이벤트,베이직,2025-04-22,13,3,12.8,0,0,Y,2025-11-10
C2006,여,38,소셜미디어,베이직,2024-02-27,27,8,9.2,0,0,N,
C2007,남,42,지인추천,프리미엄,2025-09-29,8,10,32.7,0,2,N,
C2008,여,29,지인추천,베이직,2025-01-29,16,16,21.2,1,0,N,
C2009,남,38,지인추천,스탠다드,2025-06-26,11,12,6.7,1,0,N,
C2010,여,19,검색광고,베이직,2024-01-23,28,13,14.1,1,0,N,
C2011,여,55,검색광고,베이직,2025-09-21,8,13,19.5,1,0,N,
C2012,남,30,검색광고,베이직,2025-10-02,8,14,14.0,2,0,N,
C2013,여,62,소셜미디어,베이직,2023-11-03,31,11,16.4,0,0,N,
C2014,남,38,검색광고,베이직,2024-06-07,24,11,13.0,1,0,N,
C2015,남,50,제휴이벤트,베이직,2025-05-22,12,14,40.7,1,0,N,
C2016,여,37,지인추천,프리미엄,2025-12-17,5,17,60.3,2,1,N,
C2017,여,38,지인추천,스탠다드,2025-07-24,10,14,24.5,0,0,N,
C2018,남,31,소셜미디어,프리미엄,2024-10-15,19,13,18.3,0,1,N,
C2019,남,39,소셜미디어,베이직,2024-04-15,25,15,10.0,2,0,N,
C2020,여,42,지인추천,스탠다드,2026-01-25,4,2,12.9,0,1,Y,2026-03-29
C2021,여,29,소셜미디어,스탠다드,2025-12-18,5,5,9.2,0,2,Y,2026-01-29
C2022,여,36,소셜미디어,베이직,2026-01-11,4,10,10.6,0,1,N,
C2023,여,31,소셜미디어,베이직,2024-04-20,25,11,10.6,2,0,N,
C2024,여,66,지인추천,스탠다드,2024-09-07,21,16,16.6,0,0,N,
C2025,남,37,제휴이벤트,스탠다드,2024-02-15,27,9,18.4,0,1,N,
C2026,여,57,검색광고,스탠다드,2026-03-13,2,14,24.2,1,0,N,
C2027,남,36,지인추천,베이직,2025-12-10,5,15,17.2,0,0,N,
C2028,여,41,검색광고,프리미엄,2023-12-02,30,9,25.2,0,0,N,
C2029,남,22,소셜미디어,베이직,2024-02-19,27,3,5.6,2,0,Y,2026-05-06
C2030,여,33,오프라인매장,프리미엄,2025-01-08,16,16,17.2,0,0,N,
C2031,여,41,검색광고,프리미엄,2024-08-16,21,15,32.8,3,0,N,
C2032,여,57,지인추천,프리미엄,2024-10-02,20,12,25.8,0,0,N,
C2033,여,41,소셜미디어,스탠다드,2024-06-26,23,11,17.7,0,0,N,
C2034,남,55,검색광고,베이직,2025-05-18,12,6,20.8,2,0,N,
C2035,여,46,제휴이벤트,스탠다드,2026-01-12,4,14,17.2,2,0,N,
C2036,남,58,소셜미디어,스탠다드,2026-02-01,3,1,3.2,1,2,Y,2026-05-21
C2037,남,37,오프라인매장,스탠다드,2024-09-27,20,10,3.4,0,0,N,
C2038,남,67,소셜미디어,베이직,2025-10-29,7,17,38.3,1,0,N,
C2039,남,32,제휴이벤트,베이직,2025-06-09,11,14,11.0,3,0,N,
C2040,남,29,소셜미디어,베이직,2023-12-27,29,12,14.6,0,0,N,
C2041,여,23,소셜미디어,스탠다드,2025-09-23,8,10,55.1,0,0,N,
C2042,여,66,오프라인매장,스탠다드,2024-06-08,24,14,9.8,1,0,N,
C2043,여,48,소셜미디어,프리미엄,2025-03-30,14,16,16.7,1,0,N,
C2044,남,34,소셜미디어,스탠다드,2025-07-07,10,14,33.8,0,0,N,
C2045,남,53,제휴이벤트,스탠다드,2026-03-02,3,3,17.0,0,0,Y,2026-04-16
C2046,남,46,지인추천,베이직,2026-03-06,2,17,22.7,1,1,N,
C2047,여,62,오프라인매장,스탠다드,2025-10-02,8,8,32.3,1,0,N,
C2048,여,19,지인추천,베이직,2024-11-20,18,2,6.4,1,0,Y,2026-04-05
C2049,남,35,제휴이벤트,베이직,2024-07-31,22,13,3.4,1,0,N,
C2050,여,32,제휴이벤트,베이직,2024-09-12,20,10,30.9,0,0,N,
C2051,남,19,지인추천,베이직,2026-03-09,2,13,17.5,0,0,N,
C2052,남,51,소셜미디어,베이직,2024-01-05,29,12,14.9,1,1,N,
C2053,남,35,검색광고,스탠다드,2024-12-10,17,15,14.2,2,0,N,
C2054,남,47,지인추천,베이직,2025-05-24,12,9,25.0,2,0,N,
C2055,여,66,제휴이벤트,베이직,2023-06-25,35,12,24.8,2,0,N,
C2056,여,34,소셜미디어,베이직,2025-04-07,13,14,17.8,0,0,N,
C2057,남,33,검색광고,스탠다드,2024-03-03,27,1,22.2,1,0,N,
C2058,여,39,소셜미디어,스탠다드,2024-03-25,26,10,9.7,1,0,N,
C2059,여,50,지인추천,베이직,2025-03-24,14,19,16.0,1,0,N,
C2060,여,31,제휴이벤트,베이직,2023-06-10,36,12,9.9,0,0,N,
C2061,여,30,검색광고,프리미엄,2023-11-15,30,14,9.7,1,0,N,
C2062,남,51,지인추천,스탠다드,2024-09-27,20,10,21.1,0,0,N,
C2063,여,43,오프라인매장,스탠다드,2025-02-12,15,8,18.3,0,0,N,
C2064,남,19,제휴이벤트,스탠다드,2023-09-25,32,13,14.0,0,0,N,
C2065,여,23,검색광고,프리미엄,2024-06-20,23,8,15.6,0,0,N,
C2066,남,56,제휴이벤트,프리미엄,2024-04-23,25,15,22.0,0,0,N,
C2067,여,43,지인추천,베이직,2024-12-21,17,10,25.2,1,0,N,
C2068,남,29,오프라인매장,스탠다드,2024-04-16,25,10,23.2,2,0,N,
C2069,남,36,검색광고,베이직,2023-06-02,36,11,6.5,0,0,N,
C2070,여,38,지인추천,스탠다드,2024-12-16,17,15,4.3,1,1,N,
C2071,여,47,지인추천,베이직,2025-11-20,6,14,11.5,0,0,N,
C2072,남,22,소셜미디어,베이직,2025-02-12,15,12,4.3,0,0,N,
C2073,여,28,소셜미디어,프리미엄,2024-06-20,23,14,36.1,1,0,N,
C2074,여,41,지인추천,프리미엄,2024-10-26,19,9,15.3,0,0,N,
C2075,남,37,지인추천,베이직,2023-10-28,31,11,8.4,0,0,N,
C2076,여,45,검색광고,프리미엄,2024-02-08,28,10,15.2,1,0,N,
C2077,남,23,소셜미디어,베이직,2024-09-09,20,14,5.6,1,0,N,
C2078,여,42,검색광고,스탠다드,2025-02-20,15,10,8.5,0,1,N,
C2079,남,51,제휴이벤트,프리미엄,2024-10-30,19,8,14.6,0,1,N,
C2080,남,44,제휴이벤트,베이직,2026-03-22,2,6,13.3,0,0,N,
C2081,여,40,소셜미디어,스탠다드,2025-04-09,13,9,14.5,0,0,N,
C2082,여,37,검색광고,스탠다드,2023-06-25,35,11,22.4,1,2,N,
C2083,여,28,검색광고,베이직,2024-12-10,17,4,11.3,1,0,Y,2026-03-17
C2084,여,37,지인추천,베이직,2025-02-10,15,18,18.9,0,3,N,
C2085,여,53,제휴이벤트,베이직,2023-07-17,34,4,11.6,1,0,Y,2025-01-10
C2086,여,37,지인추천,스탠다드,2024-07-15,22,12,13.5,0,0,N,
C2087,여,27,검색광고,베이직,2025-12-15,5,12,31.1,0,0,N,
C2088,남,32,검색광고,베이직,2024-06-15,23,12,19.0,1,0,N,
C2089,남,40,검색광고,스탠다드,2024-09-29,20,5,27.1,1,1,N,
C2090,남,34,제휴이벤트,베이직,2024-01-22,28,9,13.6,0,0,N,
C2091,여,44,지인추천,베이직,2023-08-21,33,17,18.6,1,0,N,
C2092,남,44,지인추천,스탠다드,2024-05-04,25,10,45.3,4,0,N,
C2093,남,49,소셜미디어,스탠다드,2025-09-01,9,12,18.5,0,1,N,
C2094,여,55,제휴이벤트,베이직,2026-04-13,1,15,28.2,0,0,N,
C2095,남,50,소셜미디어,프리미엄,2025-05-04,13,13,30.0,0,0,N,
C2096,남,27,제휴이벤트,스탠다드,2025-11-01,7,15,24.1,0,0,N,
C2097,여,27,제휴이벤트,베이직,2025-04-22,13,9,26.3,1,0,N,
C2098,여,37,지인추천,스탠다드,2025-05-02,13,13,13.7,1,1,N,
C2099,남,33,제휴이벤트,스탠다드,2024-08-28,21,11,11.3,0,0,N,
C2100,남,24,소셜미디어,스탠다드,2023-08-05,34,3,10.0,0,0,N,
C2101,남,33,오프라인매장,스탠다드,2024-08-11,21,13,21.8,1,1,N,
C2102,여,32,검색광고,스탠다드,2025-12-08,5,16,18.2,0,0,N,
C2103,여,30,지인추천,프리미엄,2024-12-23,17,20,21.1,0,0,N,
C2104,남,34,검색광고,스탠다드,2025-08-20,9,7,9.1,1,1,N,
C2105,여,52,검색광고,프리미엄,2023-07-24,34,8,12.3,1,0,N,
C2106,남,40,검색광고,스탠다드,2024-01-01,29,15,27.8,0,1,N,
C2107,남,68,소셜미디어,프리미엄,2024-04-14,25,8,19.7,1,0,N,
C2108,여,40,지인추천,프리미엄,2024-06-17,23,9,19.1,1,0,N,
C2109,남,35,소셜미디어,베이직,2026-04-18,1,20,15.9,2,0,N,
C2110,남,38,소셜미디어,베이직,2024-10-04,20,11,11.7,0,0,N,
C2111,남,41,제휴이벤트,스탠다드,2025-05-06,13,10,31.6,0,0,N,
C2112,여,43,제휴이벤트,베이직,2025-04-17,13,14,34.2,0,0,N,
C2113,여,63,검색광고,스탠다드,2024-08-20,21,16,18.6,2,0,N,
C2114,여,28,소셜미디어,스탠다드,2026-03-26,2,11,5.9,0,0,N,
C2115,남,48,지인추천,프리미엄,2024-01-23,28,14,16.8,0,0,N,
C2116,남,40,오프라인매장,베이직,2023-07-07,35,15,35.5,0,0,N,
C2117,여,19,소셜미디어,스탠다드,2025-08-02,10,3,5.0,1,0,Y,2026-01-02
C2118,남,47,오프라인매장,베이직,2025-04-27,13,13,14.1,0,0,N,
C2119,여,53,검색광고,스탠다드,2024-03-04,27,13,27.2,0,0,N,
C2120,여,28,소셜미디어,베이직,2025-12-11,5,13,14.0,0,0,N,
C2121,남,38,오프라인매장,스탠다드,2023-11-20,30,14,18.1,1,0,N,
C2122,여,19,지인추천,스탠다드,2024-02-23,27,11,4.9,2,0,N,
C2123,남,23,제휴이벤트,스탠다드,2023-11-12,31,9,34.6,0,0,N,
C2124,남,51,검색광고,스탠다드,2023-12-16,29,13,26.0,1,1,N,
C2125,여,32,검색광고,베이직,2025-07-16,10,11,30.5,0,0,N,
C2126,여,25,검색광고,베이직,2025-06-19,11,11,10.8,1,2,N,
C2127,여,41,검색광고,베이직,2025-04-15,13,11,38.3,0,0,N,
C2128,여,32,검색광고,프리미엄,2025-12-03,5,14,17.2,0,0,N,
C2129,여,32,지인추천,프리미엄,2023-08-14,34,9,31.8,1,0,N,
C2130,여,47,지인추천,베이직,2025-03-22,14,8,21.5,0,0,N,
C2131,여,24,오프라인매장,베이직,2023-10-01,32,9,26.6,0,0,N,
C2132,남,27,소셜미디어,베이직,2026-03-14,2,2,9.0,0,0,Y,2026-04-22
C2133,여,40,검색광고,스탠다드,2025-04-06,14,10,14.0,0,0,N,
C2134,여,50,오프라인매장,베이직,2025-08-18,9,3,2.8,1,0,Y,2026-04-25
C2135,남,53,검색광고,베이직,2025-01-29,16,10,33.0,2,0,N,
C2136,남,30,제휴이벤트,베이직,2024-07-13,22,9,3.6,1,0,N,
C2137,남,49,검색광고,베이직,2025-05-31,12,12,28.1,1,0,N,
C2138,남,29,지인추천,베이직,2025-11-07,6,5,13.2,0,1,Y,2026-04-24
C2139,여,60,제휴이벤트,베이직,2023-12-07,30,9,8.2,0,0,N,
C2140,남,24,지인추천,스탠다드,2025-12-15,5,2,5.8,2,0,Y,2026-03-08
C2141,여,54,지인추천,스탠다드,2025-07-13,10,10,7.6,1,0,N,
C2142,여,30,오프라인매장,베이직,2023-08-31,33,10,12.9,0,0,N,
C2143,여,62,검색광고,스탠다드,2026-02-21,3,15,30.3,0,0,N,
C2144,남,45,오프라인매장,스탠다드,2023-12-09,30,3,10.6,1,2,Y,2025-08-07
C2145,남,26,제휴이벤트,스탠다드,2025-03-02,15,13,24.7,0,0,N,
C2146,여,32,제휴이벤트,프리미엄,2023-10-17,31,10,14.4,0,0,N,
C2147,여,47,소셜미디어,베이직,2023-12-26,29,2,1.5,1,0,Y,2025-07-06
C2148,남,51,소셜미디어,프리미엄,2025-04-15,13,17,8.9,0,0,N,
C2149,여,37,오프라인매장,스탠다드,2025-05-24,12,5,15.9,1,0,N,
C2150,남,39,지인추천,스탠다드,2025-06-01,12,18,10.0,0,2,N,
C2151,여,47,소셜미디어,베이직,2024-05-31,24,9,28.3,0,0,N,
C2152,남,40,검색광고,베이직,2025-10-21,7,11,38.9,1,0,N,
C2153,남,22,검색광고,베이직,2023-07-23,34,12,21.5,0,0,N,
C2154,여,28,소셜미디어,프리미엄,2025-11-26,6,12,8.1,2,0,N,
C2155,남,41,검색광고,스탠다드,2024-04-17,25,13,33.6,1,0,N,
C2156,남,53,검색광고,베이직,2025-03-22,14,2,7.6,1,0,Y,2026-01-31
C2157,남,57,검색광고,스탠다드,2026-01-20,4,17,17.8,1,0,N,
C2158,남,47,제휴이벤트,베이직,2024-02-28,27,12,23.7,0,0,N,
C2159,여,41,검색광고,베이직,2024-08-11,21,3,3.6,0,0,Y,2026-04-02
C2160,남,47,검색광고,스탠다드,2025-10-30,7,5,14.6,1,0,N,
C2161,여,30,소셜미디어,스탠다드,2025-12-07,5,14,17.2,1,0,N,
C2162,여,36,검색광고,스탠다드,2024-02-06,28,11,20.5,0,0,N,
C2163,남,28,제휴이벤트,스탠다드,2024-11-23,18,4,8.6,1,2,Y,2026-02-04
C2164,남,23,제휴이벤트,스탠다드,2024-05-20,24,8,23.7,2,0,N,
C2165,여,42,소셜미디어,프리미엄,2024-12-02,18,11,13.0,0,0,N,
C2166,여,40,소셜미디어,베이직,2024-07-08,23,3,2.5,0,2,Y,2026-04-25
C2167,여,46,소셜미디어,스탠다드,2023-06-06,36,18,15.8,2,0,N,
C2168,여,45,검색광고,스탠다드,2026-02-09,3,12,16.9,0,0,N,
C2169,남,41,소셜미디어,베이직,2025-04-09,13,15,6.1,1,0,N,
C2170,남,45,검색광고,베이직,2024-10-04,20,3,5.1,3,1,Y,2026-03-19
C2171,여,37,검색광고,베이직,2023-09-23,32,21,19.6,1,0,N,
C2172,남,43,지인추천,베이직,2023-08-15,34,14,13.7,0,0,N,
C2173,여,29,검색광고,스탠다드,2024-10-22,19,2,7.7,1,2,Y,2026-01-02
C2174,여,42,검색광고,베이직,2025-04-22,13,11,13.4,0,0,N,
C2175,여,46,지인추천,스탠다드,2024-03-04,27,17,24.6,1,0,N,
C2176,남,30,소셜미디어,베이직,2025-08-01,10,15,10.4,1,0,N,
C2177,남,39,검색광고,베이직,2024-07-22,22,8,17.9,1,0,N,
C2178,남,31,검색광고,베이직,2023-06-12,36,13,18.4,0,0,N,
C2179,남,32,검색광고,베이직,2024-12-23,17,9,27.7,0,0,N,
C2180,여,25,검색광고,프리미엄,2023-12-10,30,11,15.0,1,0,N,
C2181,남,53,제휴이벤트,베이직,2023-06-16,36,3,15.5,0,2,Y,2026-04-18
C2182,남,51,제휴이벤트,베이직,2023-10-17,31,13,37.9,2,0,N,
C2183,남,44,소셜미디어,베이직,2024-03-30,26,11,10.8,2,2,N,
C2184,남,62,소셜미디어,베이직,2024-11-30,18,13,17.6,0,0,N,
C2185,여,36,오프라인매장,스탠다드,2026-04-19,1,3,3.4,2,0,Y,2026-04-24
C2186,남,69,지인추천,스탠다드,2024-01-19,28,7,22.8,0,0,N,
C2187,여,35,검색광고,베이직,2023-08-01,34,11,13.6,2,0,N,
C2188,남,41,검색광고,스탠다드,2023-12-21,29,2,7.6,4,0,Y,2026-03-24
C2189,여,33,소셜미디어,스탠다드,2024-05-06,25,10,15.6,1,1,N,
C2190,남,42,지인추천,프리미엄,2024-01-05,29,14,59.2,3,0,N,
C2191,남,48,검색광고,스탠다드,2024-05-08,25,10,16.6,1,0,N,
C2192,여,37,소셜미디어,베이직,2026-03-29,2,14,15.8,0,0,N,
C2193,여,59,소셜미디어,스탠다드,2024-07-09,23,16,28.6,0,0,N,
C2194,여,41,소셜미디어,프리미엄,2025-04-06,14,14,30.7,1,0,N,
C2195,남,41,소셜미디어,스탠다드,2025-05-30,12,17,20.4,1,0,N,
C2196,남,27,오프라인매장,프리미엄,2023-10-17,31,2,12.4,1,1,Y,2026-05-14
C2197,여,43,지인추천,프리미엄,2024-02-19,27,12,54.2,2,0,N,
C2198,남,36,검색광고,베이직,2024-08-16,21,15,15.2,1,0,N,
C2199,여,31,검색광고,스탠다드,2024-10-03,20,13,9.2,0,0,N,
C2200,여,29,제휴이벤트,스탠다드,2023-06-15,36,8,21.9,1,1,N,
C2201,여,69,지인추천,스탠다드,2025-04-17,13,5,29.7,0,1,N,
C2202,여,35,검색광고,스탠다드,2024-04-16,25,15,37.1,0,0,N,
C2203,여,21,소셜미디어,프리미엄,2024-05-09,25,3,9.6,0,0,Y,2025-07-08
C2204,남,30,제휴이벤트,스탠다드,2025-03-04,15,12,18.1,0,0,N,
C2205,남,37,오프라인매장,스탠다드,2026-03-07,2,2,4.7,0,1,Y,2026-04-18
C2206,여,45,제휴이벤트,베이직,2025-12-08,5,4,13.2,0,2,Y,2026-04-30
C2207,남,45,지인추천,베이직,2026-04-09,1,26,20.9,1,0,N,
C2208,남,46,소셜미디어,프리미엄,2024-08-14,21,13,6.4,0,0,N,
C2209,남,30,소셜미디어,스탠다드,2023-10-06,32,14,45.2,0,0,N,
C2210,여,42,검색광고,베이직,2024-01-17,28,6,9.5,0,0,N,
C2211,여,27,오프라인매장,프리미엄,2024-06-01,24,13,30.0,1,0,N,
C2212,여,31,지인추천,프리미엄,2024-04-15,25,16,20.1,0,0,N,
C2213,남,27,검색광고,스탠다드,2024-01-08,29,3,2.7,2,0,Y,2026-04-01
C2214,남,24,제휴이벤트,베이직,2023-11-08,31,5,6.8,0,0,Y,2025-06-26
C2215,여,51,소셜미디어,스탠다드,2023-12-16,29,11,15.2,3,0,N,
C2216,남,46,검색광고,베이직,2025-05-02,13,13,7.6,1,0,N,
C2217,여,50,소셜미디어,베이직,2024-11-04,19,11,22.7,0,0,N,
C2218,여,38,제휴이벤트,스탠다드,2023-07-11,35,8,27.9,1,0,N,
C2219,남,47,제휴이벤트,프리미엄,2025-01-21,16,2,7.1,0,0,Y,2026-04-29
C2220,남,19,지인추천,베이직,2025-11-14,6,7,15.0,0,0,N,
C2221,남,48,제휴이벤트,프리미엄,2024-08-27,21,3,9.4,1,2,Y,2025-08-13
C2222,여,40,제휴이벤트,프리미엄,2024-05-05,25,2,1.2,0,0,Y,2026-03-13
C2223,여,46,제휴이벤트,베이직,2024-03-17,26,9,14.1,0,0,N,
C2224,남,43,제휴이벤트,베이직,2024-07-09,23,15,14.7,0,0,N,
C2225,여,26,소셜미디어,스탠다드,2024-03-23,26,17,18.0,1,0,N,
C2226,남,20,오프라인매장,스탠다드,2026-02-09,3,13,7.4,0,0,N,
C2227,남,29,지인추천,베이직,2026-04-22,1,10,5.3,1,0,N,
C2228,여,45,오프라인매장,스탠다드,2024-05-31,24,8,10.0,1,0,N,
C2229,남,46,검색광고,스탠다드,2026-02-08,3,4,9.0,2,0,Y,2026-04-05
C2230,남,22,오프라인매장,스탠다드,2025-11-26,6,1,5.8,0,1,Y,2026-03-19
C2231,여,26,제휴이벤트,스탠다드,2023-08-20,33,14,10.0,1,0,N,
C2232,남,29,소셜미디어,베이직,2024-11-04,19,12,41.7,0,0,N,
C2233,여,34,제휴이벤트,베이직,2025-04-30,13,14,15.0,0,0,N,
C2234,남,22,소셜미디어,베이직,2024-08-23,21,9,18.0,0,0,N,
C2235,남,21,검색광고,프리미엄,2024-09-29,20,12,32.9,0,2,N,
C2236,남,28,검색광고,프리미엄,2024-11-08,18,13,19.4,0,0,N,
C2237,남,39,오프라인매장,스탠다드,2025-06-03,12,18,23.5,2,0,N,
C2238,남,24,지인추천,베이직,2024-04-08,26,17,11.4,2,0,N,
C2239,남,37,소셜미디어,스탠다드,2025-02-25,15,15,18.5,2,0,N,
C2240,여,51,지인추천,베이직,2024-02-15,27,9,39.0,0,0,N,
C2241,남,22,소셜미디어,베이직,2026-01-03,4,13,22.0,0,0,N,
C2242,남,36,소셜미디어,베이직,2023-08-30,33,4,8.2,1,1,Y,2025-07-04
C2243,남,50,제휴이벤트,프리미엄,2023-08-11,34,11,15.8,0,0,N,
C2244,남,33,오프라인매장,베이직,2023-07-11,35,17,8.5,0,0,N,
C2245,남,31,오프라인매장,스탠다드,2024-06-07,24,4,12.4,0,2,Y,2026-01-10
C2246,여,52,지인추천,프리미엄,2025-03-07,15,12,17.3,0,1,N,
C2247,남,34,제휴이벤트,스탠다드,2026-04-15,1,9,12.3,1,0,N,
C2248,여,51,검색광고,베이직,2024-09-27,20,7,8.0,1,0,N,
C2249,여,43,소셜미디어,프리미엄,2023-12-12,30,2,8.4,0,1,Y,2026-05-20
C2250,남,34,검색광고,스탠다드,2024-06-27,23,2,3.7,0,0,Y,2026-05-22
C2251,남,44,지인추천,스탠다드,2023-10-14,32,8,31.2,0,0,N,
C2252,남,42,지인추천,스탠다드,2024-10-15,19,14,12.7,2,0,N,
C2253,여,50,오프라인매장,프리미엄,2025-07-16,10,14,18.8,2,2,N,
C2254,남,31,소셜미디어,스탠다드,2023-07-08,35,9,21.8,1,0,N,
C2255,여,38,검색광고,스탠다드,2025-09-05,8,9,20.5,1,0,N,
C2256,여,37,지인추천,스탠다드,2024-01-30,28,10,27.9,0,0,N,
C2257,여,46,제휴이벤트,베이직,2025-05-16,12,14,13.3,0,0,N,
C2258,여,26,소셜미디어,스탠다드,2025-10-16,7,13,18.1,0,0,N,
C2259,여,50,검색광고,베이직,2025-09-04,8,8,24.1,0,0,N,
C2260,남,44,소셜미디어,베이직,2025-05-14,12,11,37.2,1,0,N,
C2261,남,22,소셜미디어,베이직,2025-06-08,11,11,26.9,0,0,N,
C2262,남,52,소셜미디어,베이직,2023-12-17,29,11,29.4,1,2,N,
C2263,여,65,소셜미디어,베이직,2023-10-23,31,16,15.2,0,0,N,
C2264,여,50,지인추천,스탠다드,2024-07-11,22,12,22.0,2,0,N,
C2265,여,55,소셜미디어,베이직,2025-03-09,14,12,34.5,2,0,N,
C2266,남,39,소셜미디어,베이직,2025-03-20,14,11,17.6,1,0,N,
C2267,여,19,검색광고,프리미엄,2025-09-05,8,12,22.0,0,0,N,
C2268,남,19,제휴이벤트,프리미엄,2024-04-24,25,4,2.8,1,0,Y,2026-02-03
C2269,남,41,소셜미디어,스탠다드,2025-12-08,5,11,25.3,0,1,N,
C2270,여,31,소셜미디어,베이직,2024-09-21,20,10,20.3,0,0,N,
C2271,남,27,검색광고,베이직,2024-02-18,27,2,9.8,0,0,Y,2025-02-24
C2272,남,37,지인추천,베이직,2025-07-23,10,8,15.4,0,0,N,
C2273,여,45,제휴이벤트,베이직,2023-10-14,32,3,2.4,0,2,Y,2025-12-26
C2274,남,21,검색광고,프리미엄,2024-08-05,22,13,25.9,1,0,N,
C2275,남,33,검색광고,스탠다드,2025-09-09,8,10,12.2,1,1,N,
C2276,남,56,검색광고,베이직,2025-08-30,9,12,7.4,0,0,N,
C2277,남,25,지인추천,프리미엄,2024-02-29,27,12,19.6,1,0,N,
C2278,여,48,제휴이벤트,베이직,2023-11-25,30,13,39.6,0,0,N,
C2279,여,32,소셜미디어,베이직,2023-07-05,35,19,11.2,1,0,N,
C2280,남,45,소셜미디어,베이직,2023-09-04,33,11,12.5,0,1,N,
C2281,남,51,오프라인매장,베이직,2025-10-26,7,12,26.6,1,0,N,
C2282,남,47,오프라인매장,프리미엄,2025-09-12,8,13,16.1,1,0,N,
C2283,여,49,검색광고,베이직,2024-11-20,18,12,25.9,0,0,N,
C2284,여,24,검색광고,스탠다드,2025-01-28,16,9,15.7,0,0,N,
C2285,여,51,소셜미디어,베이직,2024-05-13,24,8,14.4,1,0,N,
C2286,남,28,오프라인매장,프리미엄,2023-12-22,29,8,11.5,2,0,N,
C2287,남,41,오프라인매장,스탠다드,2023-06-13,36,9,21.2,0,1,N,
C2288,남,41,오프라인매장,스탠다드,2025-05-16,12,11,11.5,1,0,N,
C2289,여,44,제휴이벤트,베이직,2023-07-08,35,10,13.9,0,0,N,
C2290,남,42,소셜미디어,프리미엄,2023-09-20,32,11,31.0,1,0,N,
C2291,여,28,소셜미디어,스탠다드,2025-09-22,8,13,48.0,2,0,N,
C2292,여,22,검색광고,베이직,2025-02-10,15,15,22.6,0,0,N,
C2293,남,48,제휴이벤트,프리미엄,2024-11-03,19,12,31.6,0,0,N,
C2294,남,40,지인추천,베이직,2024-01-19,28,5,14.8,0,0,N,
C2295,남,52,소셜미디어,베이직,2023-11-07,31,11,15.9,1,0,N,
C2296,남,37,검색광고,스탠다드,2024-10-09,19,3,8.0,3,1,Y,2026-04-05
C2297,남,21,오프라인매장,베이직,2024-06-16,23,3,4.9,1,0,Y,2026-01-20
C2298,여,50,오프라인매장,스탠다드,2024-12-20,17,15,14.3,0,0,N,
C2299,남,34,오프라인매장,베이직,2023-11-24,30,11,25.4,0,2,N,
C2300,남,42,검색광고,베이직,2024-02-02,28,14,18.3,1,2,N,
C2301,여,30,제휴이벤트,베이직,2023-09-29,32,2,6.7,0,1,Y,2026-03-22
C2302,여,58,오프라인매장,베이직,2024-08-26,21,13,16.3,0,0,N,
C2303,남,27,오프라인매장,프리미엄,2024-03-21,26,19,10.1,1,0,N,
C2304,여,34,오프라인매장,스탠다드,2024-01-24,28,8,19.7,1,0,N,
C2305,여,39,제휴이벤트,스탠다드,2025-01-06,17,10,12.3,0,0,N,
